booking_date,arrival_date,departure_date,length_of_stay,num_guests,room_type,guest_type,purpose_of_visit,loyalty_program,previous_cancellations,reservation_status,deposit_type,total_cost,payment_method,hotel_type,number_of_rooms,facilities,lead_time,seasonality,cancellation_date,reason_for_cancellation,lead_time_at_cancellation,guest_age,guest_nationality,property_rating,distance_to_attractions,day_of_week,time_of_day_booking,time_of_day_cancellation,gdp,inflation_rate,presence_of_event,event_date,temperature,precipitation,competitor_price
2024-03-23,2024-04-01,2024-04-02,1,3,single,group,other,False,1.3791931745387953,['checkout'],cash,15811.039718801781,credit_card,resort,3,"['spa', 'spa']",9,April,2024-03-28,financial reasons,5.0,52,THA,5,9.48559010843962,Monday,04:02:01,12:25:43,2527.0926732934067,0.037405622565312546,True,2024-04-22,11.520693088916275,none,15811.039718801781
2024-04-04,2024-04-22,2024-04-23,1,1,single,individual,business,False,9.257607632877507,['cancelled'],credit_card,5969.155694627937,credit_card,resort,1,['restaurant'],18,April,,,,30,BRA,5,9.025704410248528,Monday,05:53:29,21:26:32,6444.717077554682,0.04688747107657984,False,2024-05-13,41.36397520116052,light,5969.155694627937
2024-04-02,2024-04-15,2024-04-18,3,1,double,group,leisure,True,6.268389959745861,['checkout'],credit_card,18842.41299235256,credit_card,resort,1,"['spa', 'kids club', 'spa']",13,April,,,,59,SLV,4,8.433818689837183,Monday,01:16:54,11:22:10,4638.625312980052,0.04045879435991371,True,2024-05-07,18.377964327839983,light,18842.41299235256
2024-03-23,2024-03-28,2024-04-02,5,3,double,individual,leisure,False,14.208323951798754,['checkout'],credit_card,14800.322554416523,debit_card,motel,3,"['wifi', 'wifi']",5,March,2024-04-01,financial reasons,9.0,70,STP,2,6.023264313218233,Thursday,05:21:24,21:03:31,6479.006327177863,0.09352288449327388,True,2024-05-16,-6.818081634741349,light,14800.322554416523
2024-04-09,2024-04-16,2024-04-20,4,3,suite,corporate,business,True,8.14165189987383,['checkout'],no_deposit,15204.975103337798,cash,resort,1,['gym'],7,April,,,,72,PSE,3,8.284820947542572,Tuesday,13:55:01,19:04:41,7870.905856506906,0.09124536691324091,True,2024-05-05,1.5672290696554114,light,15204.975103337798
2024-03-27,2024-03-29,2024-04-05,7,1,double,corporate,business,True,18.5078274104811,['cancelled'],no_deposit,13207.454218141213,debit_card,resort,1,"['restaurant', 'pool', 'spa']",2,March,,,,35,GNQ,5,9.577351202791947,Friday,04:41:28,23:42:12,7891.819366420226,0.018593943252661498,True,2024-04-23,28.68630950757818,heavy,13207.454218141213
2024-04-21,2024-05-16,2024-05-24,8,2,double,group,leisure,False,5.898198476775458,['checkout'],credit_card,6464.65528371062,debit_card,city hotel,2,"['restaurant', 'restaurant', 'restaurant']",25,May,,,,73,CZE,1,7.192333892400444,Thursday,17:43:38,18:31:09,7422.215151871625,0.05021862846624807,True,2024-05-04,-1.473136754575572,light,6464.65528371062
2024-03-25,2024-04-08,2024-04-18,10,2,suite,individual,business,True,2.4191058969570567,['checkout'],cash,6283.541879707802,debit_card,resort,1,"['pool', 'restaurant', 'spa']",14,April,,,,77,BRA,3,4.9982736021442795,Monday,18:17:13,11:26:33,3010.154109634881,0.03805862043388081,True,2024-04-29,6.378574147908818,light,6283.541879707802
2024-04-21,2024-05-07,2024-05-11,4,1,suite,individual,other,False,15.632105208965763,['cancelled'],cash,3250.1672648231947,debit_card,motel,1,"['wifi', 'parking']",16,May,,,,53,IRQ,2,4.8335650842726,Tuesday,00:35:16,01:10:23,3713.064807118827,0.09932289153138658,True,2024-04-29,31.80925848989702,light,3250.1672648231947
2024-04-04,2024-04-29,2024-05-06,7,2,single,corporate,business,True,10.778766492776573,['checkout'],credit_card,18603.782364193186,debit_card,resort,2,"['spa', 'restaurant', 'spa']",25,April,2024-04-12,unforeseen circumstances,8.0,78,URY,4,1.6635251207569521,Monday,09:25:35,14:08:28,9411.621527853285,0.03383605561262386,False,2024-05-21,-8.088966425962427,light,18603.782364193186
2024-04-03,2024-04-10,2024-04-13,3,1,double,group,business,True,9.037096230157973,['checkout'],cash,17160.213962281643,debit_card,motel,1,"['wifi', 'wifi']",7,April,,,,74,LTU,4,4.49275802653445,Wednesday,03:10:31,13:42:44,3278.631511456225,0.053465961288748705,False,2024-05-07,46.53621100452185,none,17160.213962281643
2024-03-23,2024-04-19,2024-04-21,2,3,suite,corporate,business,True,7.850370194615442,['cancelled'],no_deposit,2727.8265088044373,credit_card,resort,1,['pool'],27,April,,,,23,DZA,1,1.3128539285982406,Friday,18:43:01,02:24:16,2664.450340444019,0.06974599735988625,False,2024-04-27,-0.9897769569850343,light,2727.8265088044373
2024-04-14,2024-04-22,2024-04-30,8,1,single,individual,leisure,False,14.637839054408728,['checkout'],cash,18125.594905501326,cash,motel,1,"['parking', 'wifi']",8,April,,,,64,KOR,1,2.002481115475444,Monday,13:23:39,04:52:50,5636.412453195744,0.08295027977577436,False,2024-05-02,28.053488999411442,heavy,18125.594905501326
2024-04-10,2024-04-27,2024-05-03,6,3,suite,individual,business,True,5.3153082155356435,['checkout'],no_deposit,18595.47360102692,cash,motel,1,['wifi'],17,April,2024-04-14,unforeseen circumstances,4.0,47,PRK,1,8.097187345202116,Saturday,17:57:50,02:46:10,9465.140008230914,0.09970903422767433,False,2024-05-09,27.565861402963677,moderate,18595.47360102692
2024-03-30,2024-04-17,2024-04-26,9,1,single,corporate,business,True,1.6374315197501121,['cancelled'],cash,1239.7626685697587,debit_card,motel,1,['wifi'],18,April,,,,70,VAT,4,6.171855454621528,Wednesday,09:30:20,09:52:34,9796.48388970381,0.08842761549874448,True,2024-05-10,40.447871580375974,heavy,1239.7626685697587
2024-04-17,2024-04-24,2024-05-04,10,2,double,corporate,business,False,4.383579214448703,['cancelled'],no_deposit,6401.078925066117,credit_card,city hotel,2,"['business center', 'business center', 'business center']",7,April,,,,36,TKM,4,4.244384324082205,Wednesday,18:07:24,23:02:59,6221.798478520573,0.08421601272153645,False,2024-05-06,-1.7851158986089786,heavy,6401.078925066117
2024-04-04,2024-04-27,2024-05-06,9,4,suite,corporate,business,True,1.8976622546828104,['checkout'],cash,16960.67735589679,credit_card,motel,2,['wifi'],23,April,,,,32,DEU,1,8.488246443929913,Saturday,15:37:41,04:41:08,5920.420043030787,0.07757645302719787,False,2024-05-20,41.83332688463587,heavy,16960.67735589679
2024-03-24,2024-04-14,2024-04-21,7,2,single,group,other,True,9.090444428244187,['cancelled'],no_deposit,5064.4318159204895,debit_card,motel,2,['parking'],21,April,2024-03-30,change of plans,6.0,78,GHA,3,6.505471906767799,Sunday,15:21:47,13:50:16,4404.922192396722,0.046089986394333565,False,2024-05-20,3.952378388923689,light,5064.4318159204895
2024-04-09,2024-04-29,2024-05-07,8,2,single,individual,other,False,1.3131831108477843,['cancelled'],cash,11437.921223663669,cash,resort,2,['spa'],20,April,,,,72,MHL,1,4.691695724084375,Monday,03:41:28,00:18:22,9457.903735707761,0.035531401264917196,True,2024-05-04,19.81299727532416,none,11437.921223663669
2024-03-23,2024-03-26,2024-04-03,8,3,single,corporate,business,True,3.529770852987042,['checkout'],credit_card,17006.04385639269,debit_card,resort,3,"['kids club', 'restaurant', 'kids club']",3,March,,,,38,GUY,5,3.6322367461558773,Tuesday,22:57:23,18:30:46,8596.344410252641,0.058960330946614466,True,2024-04-24,1.8533337801512708,none,17006.04385639269
2024-04-16,2024-04-29,2024-04-30,1,1,suite,corporate,business,True,10.064217303748801,['checkout'],cash,12362.967863616828,cash,motel,1,['parking'],13,April,,,,60,CMR,3,1.9739522953406117,Monday,09:37:13,17:57:52,7777.024705876845,0.047911146651240896,True,2024-05-15,16.07895653447878,moderate,12362.967863616828
2024-04-15,2024-05-13,2024-05-21,8,3,double,group,business,False,3.870030527339421,['checkout'],no_deposit,7464.008870719942,credit_card,city hotel,3,"['business center', 'business center', 'business center']",28,May,,,,65,QAT,5,8.027031438204057,Monday,03:08:13,04:36:46,2405.1141710192805,0.016959002186478795,False,2024-05-20,30.279958211912742,moderate,7464.008870719942
2024-04-04,2024-05-03,2024-05-04,1,3,suite,corporate,business,False,4.322758109085649,['cancelled'],no_deposit,4631.940544271348,cash,resort,1,"['restaurant', 'pool']",29,May,,,,75,IDN,3,9.796496034100764,Friday,14:08:27,23:05:41,5498.625433674132,0.048576991717065594,False,2024-05-15,20.096225732146486,none,4631.940544271348
2024-04-21,2024-04-26,2024-05-03,7,2,single,corporate,business,True,15.212425816850853,['checkout'],cash,11602.176916031784,debit_card,city hotel,2,"['restaurant', 'business center']",5,April,,,,69,BHR,3,1.6295237555344386,Friday,19:06:14,02:08:06,5894.628058676712,0.02724478515314136,True,2024-05-04,11.788906891362547,moderate,11602.176916031784
2024-03-23,2024-04-17,2024-04-20,3,3,single,individual,other,True,8.419919253299174,['cancelled'],no_deposit,7368.167330170785,cash,motel,3,"['parking', 'wifi']",25,April,,,,42,GNQ,4,3.482891812129783,Wednesday,15:02:20,00:18:16,9575.04755542202,0.06855978322088176,False,2024-05-17,-9.255953017722998,none,7368.167330170785
2024-04-11,2024-05-01,2024-05-10,9,4,single,individual,business,False,8.228468607329686,['cancelled'],no_deposit,1171.4155046202154,cash,city hotel,4,"['gym', 'business center']",20,May,2024-04-21,financial reasons,10.0,38,TZA,4,1.6922482507470207,Wednesday,15:39:42,22:29:49,1846.9808838600175,0.012425892000675752,True,2024-05-17,32.54354431664582,none,1171.4155046202154
2024-04-20,2024-05-13,2024-05-20,7,3,suite,corporate,business,False,1.8707698211036328,['cancelled'],credit_card,10645.40897987511,credit_card,resort,1,"['restaurant', 'gym']",23,May,,,,54,ISL,2,0.9110005224756288,Monday,05:01:38,15:42:06,8116.389881459325,0.07655781005248259,False,2024-04-28,30.18158231278072,heavy,10645.40897987511
2024-04-05,2024-04-29,2024-05-08,9,1,suite,corporate,business,True,13.088389759037902,['checkout'],cash,14849.56345587092,credit_card,resort,1,"['gym', 'pool', 'restaurant']",24,April,,,,44,MKD,2,6.47615511237934,Monday,16:29:13,16:12:44,6389.226499979619,0.07348516479619616,False,2024-05-21,20.644111501743204,moderate,14849.56345587092
2024-03-30,2024-04-02,2024-04-09,7,3,single,group,leisure,True,11.043087711317101,['cancelled'],credit_card,7647.190677970035,credit_card,resort,3,"['restaurant', 'gym', 'spa']",3,April,,,,67,BLR,2,6.519518521826197,Tuesday,14:00:47,08:47:26,6912.860869921589,0.025603410835920066,False,2024-04-23,4.021886878539503,none,7647.190677970035
2024-04-06,2024-05-01,2024-05-04,3,3,single,individual,other,False,11.566527762500431,['cancelled'],credit_card,16080.379792683814,cash,city hotel,3,['restaurant'],25,May,,,,76,DOM,1,6.280293761750172,Wednesday,10:10:47,03:31:42,3517.8744691898924,0.04323841954013334,True,2024-05-08,40.169627153042406,none,16080.379792683814
2024-04-14,2024-05-13,2024-05-18,5,2,suite,individual,other,False,11.981677656135638,['cancelled'],credit_card,8306.781998094397,credit_card,city hotel,1,"['restaurant', 'business center']",29,May,,,,48,PAK,5,0.8352207095115513,Monday,11:17:23,15:25:16,6846.160615757404,0.03302057025798229,False,2024-05-05,44.983956176621184,light,8306.781998094397
2024-04-06,2024-04-17,2024-04-20,3,4,single,individual,other,False,2.693008142448179,['checkout'],cash,9221.975355783732,debit_card,resort,4,['kids club'],11,April,2024-04-13,financial reasons,7.0,30,BRN,2,7.879367327204008,Wednesday,11:41:19,03:19:34,8770.748859397729,0.031520998553285474,True,2024-04-28,10.946815165962956,light,9221.975355783732
2024-04-20,2024-05-10,2024-05-13,3,4,single,individual,business,True,19.81869043100337,['cancelled'],cash,6042.086475300064,cash,motel,4,"['parking', 'wifi']",20,May,,,,75,SLB,3,1.771844195311145,Friday,12:14:14,22:37:54,8519.554483343221,0.09839584305153273,False,2024-05-03,11.419628087247848,moderate,6042.086475300064
2024-03-28,2024-04-09,2024-04-15,6,3,single,individual,business,True,12.57043307736268,['cancelled'],credit_card,9318.459877585008,cash,resort,3,['gym'],12,April,2024-04-05,change of plans,8.0,44,COM,4,7.017520729823471,Tuesday,12:14:08,13:53:02,1259.4951443400043,0.0766820132040446,True,2024-05-08,19.615810365099772,moderate,9318.459877585008
2024-04-14,2024-04-19,2024-04-29,10,3,single,corporate,business,False,4.084666303147846,['checkout'],cash,8779.138494692506,debit_card,resort,3,"['kids club', 'spa', 'gym', 'kids club']",5,April,,,,62,MAR,4,2.2011881874993695,Friday,03:52:44,21:09:34,3717.234098234801,0.07119073594151835,True,2024-04-22,16.037961537868565,heavy,8779.138494692506
2024-03-31,2024-04-28,2024-04-30,2,3,suite,corporate,business,False,9.26010236796229,['checkout'],cash,12344.589948299568,cash,motel,1,['wifi'],28,April,,,,53,DNK,1,2.5640654603872837,Sunday,11:50:29,09:51:05,7655.459841524215,0.03483874588503769,True,2024-05-03,-3.316569148726101,light,12344.589948299568
2024-04-20,2024-05-05,2024-05-10,5,1,double,individual,leisure,False,7.592042053301606,['checkout'],no_deposit,11840.360865927976,credit_card,resort,1,"['kids club', 'spa', 'gym', 'restaurant', 'kids club']",15,May,,,,58,LVA,3,0.8545352171369006,Sunday,06:58:03,18:10:49,3288.9599030144936,0.08021844293688117,True,2024-05-16,10.293585035865288,none,11840.360865927976
2024-04-06,2024-05-04,2024-05-07,3,3,double,individual,leisure,True,6.402928683337352,['checkout'],credit_card,14502.510481235253,credit_card,resort,3,['spa'],28,May,2024-04-13,change of plans,7.0,63,AZE,3,2.692495962257972,Saturday,05:25:55,02:16:21,4480.946131623163,0.0390513568491073,False,2024-05-06,12.795354351124196,heavy,14502.510481235253
2024-04-10,2024-04-15,2024-04-22,7,1,double,corporate,business,False,16.012190426048704,['cancelled'],no_deposit,7026.19746440696,cash,motel,1,"['parking', 'wifi']",5,April,,,,44,AND,1,3.4387875360804907,Monday,04:54:07,17:03:24,7277.813432452335,0.06968155360832799,True,2024-05-13,13.614011828032297,moderate,7026.19746440696
2024-04-07,2024-05-02,2024-05-10,8,4,single,corporate,business,True,17.983951537162078,['checkout'],no_deposit,5341.773387856964,debit_card,resort,4,"['pool', 'spa']",25,May,2024-04-12,change of plans,5.0,31,LAO,1,9.614778053051843,Thursday,04:59:08,19:13:23,5158.2548244031395,0.016784532567008095,False,2024-04-25,14.57531116720158,moderate,5341.773387856964
2024-03-29,2024-04-12,2024-04-20,8,3,single,individual,business,False,2.336609781007286,['checkout'],no_deposit,16099.241917231531,debit_card,motel,3,['wifi'],14,April,,,,56,GIN,1,0.4494106237806297,Friday,02:31:40,16:01:02,8109.479926917393,0.08774484400523289,False,2024-05-04,9.990776306941129,heavy,16099.241917231531
2024-03-30,2024-04-20,2024-04-22,2,3,double,corporate,business,True,5.208812126916302,['checkout'],cash,4386.294500228758,credit_card,resort,3,"['pool', 'pool', 'kids club', 'gym']",21,April,2024-04-03,change of plans,4.0,31,VAT,1,1.300375574311995,Saturday,23:14:15,03:22:29,8752.546816536786,0.08900578464192944,True,2024-05-04,23.212191493196116,none,4386.294500228758
2024-03-31,2024-04-14,2024-04-15,1,2,suite,corporate,business,True,3.152378798313782,['cancelled'],credit_card,2908.48751126514,debit_card,motel,1,['wifi'],14,April,,,,61,SVK,1,5.825428048764549,Sunday,18:09:56,01:56:13,9268.667847015193,0.039441320115080024,True,2024-05-03,26.957414444578056,moderate,2908.48751126514
2024-04-17,2024-05-07,2024-05-13,6,1,suite,individual,business,True,6.400706307464703,['cancelled'],no_deposit,8569.601374534512,cash,city hotel,1,"['restaurant', 'gym', 'business center']",20,May,,,,22,DZA,5,4.3242943280826145,Tuesday,18:12:37,19:00:00,4514.231327999555,0.06969815042626469,True,2024-05-18,23.11052973100223,light,8569.601374534512
2024-04-05,2024-04-24,2024-05-04,10,1,double,group,business,False,17.870733859171864,['cancelled'],cash,7758.170906209797,debit_card,resort,1,"['kids club', 'kids club', 'pool', 'spa']",19,April,,,,43,THA,2,5.408600082516743,Wednesday,21:45:52,10:19:20,5348.010127185644,0.03516777754829075,False,2024-05-16,30.22746936950844,heavy,7758.170906209797
2024-04-21,2024-05-11,2024-05-19,8,2,double,corporate,business,False,6.3521773281525595,['cancelled'],credit_card,4690.9276682194295,credit_card,motel,2,['parking'],20,May,,,,56,BRN,5,6.722400972191879,Saturday,17:55:27,19:12:36,4707.4975794448765,0.011101134217563152,False,2024-04-23,41.77381407954329,none,4690.9276682194295
2024-04-18,2024-04-23,2024-05-01,8,2,suite,group,other,False,2.840589916257852,['cancelled'],no_deposit,15687.89430684495,debit_card,city hotel,1,"['restaurant', 'restaurant']",5,April,,,,31,CRI,2,3.4855872231172698,Tuesday,08:56:12,11:24:58,8537.002443535566,0.05477717922975155,True,2024-04-22,33.50029890899099,heavy,15687.89430684495
2024-04-09,2024-04-22,2024-05-02,10,4,suite,corporate,business,True,9.580600016745624,['cancelled'],no_deposit,13755.662525169037,debit_card,city hotel,2,"['gym', 'gym', 'business center']",13,April,,,,51,AFG,3,8.976954435010226,Monday,01:02:29,04:57:59,6751.401057762479,0.09328670828731814,False,2024-04-26,3.6113460443104444,light,13755.662525169037
2024-04-15,2024-05-01,2024-05-07,6,2,suite,group,other,False,7.256711357706491,['cancelled'],no_deposit,2699.9891594294977,credit_card,motel,1,"['parking', 'wifi']",16,May,2024-04-16,change of plans,1.0,63,ZMB,4,6.804683609730964,Wednesday,14:06:39,03:00:21,9235.002918617323,0.05523510281007679,True,2024-04-29,-1.3167092178383921,none,2699.9891594294977
2024-03-31,2024-04-04,2024-04-14,10,3,single,corporate,business,True,4.785867945288958,['cancelled'],no_deposit,4143.164468193003,cash,motel,3,"['parking', 'parking']",4,April,,,,22,GAB,1,3.544760904292495,Thursday,12:43:34,22:06:48,2629.5720646981977,0.07400438169182386,False,2024-05-08,30.841756601867445,heavy,4143.164468193003
2024-03-25,2024-04-04,2024-04-05,1,1,single,group,business,False,6.7516156478305405,['checkout'],credit_card,4880.6554595257585,cash,motel,1,"['parking', 'parking']",10,April,,,,72,BRN,3,0.9167914071930657,Thursday,23:07:22,14:22:58,6215.017634461469,0.08372028396533056,True,2024-04-27,32.55495898815402,none,4880.6554595257585
2024-04-09,2024-04-14,2024-04-24,10,2,single,group,business,False,4.150924282420981,['cancelled'],no_deposit,7186.881815425025,debit_card,city hotel,2,['business center'],5,April,,,,62,ESP,4,5.201405217106459,Sunday,14:37:22,00:03:39,1066.8985536596222,0.012395765769206618,False,2024-05-18,33.479358753950855,moderate,7186.881815425025
2024-04-14,2024-05-09,2024-05-19,10,2,single,group,leisure,True,10.874581958015014,['checkout'],credit_card,15785.75654005401,debit_card,resort,2,"['kids club', 'pool']",25,May,,,,42,SUR,5,7.502794846457058,Thursday,03:59:51,18:40:02,8118.604856612025,0.07064366130661422,False,2024-04-27,6.683442687988549,moderate,15785.75654005401
2024-03-24,2024-04-08,2024-04-15,7,2,suite,group,other,True,18.433972103742,['cancelled'],no_deposit,6312.668141696371,credit_card,resort,1,"['spa', 'pool']",15,April,,,,30,VNM,5,3.3698831860079728,Monday,23:12:48,10:06:57,9364.191444394284,0.07243971514833913,True,2024-04-30,-0.4417012439740535,light,6312.668141696371
2024-04-20,2024-05-12,2024-05-15,3,4,single,group,leisure,False,18.78719118441913,['checkout'],credit_card,18349.050132455122,debit_card,motel,4,"['wifi', 'wifi']",22,May,,,,44,CAF,5,5.058819089575117,Sunday,14:44:24,16:42:26,4068.561340683495,0.09543969245781876,True,2024-05-20,2.9269337192910747,light,18349.050132455122
2024-04-15,2024-04-24,2024-04-30,6,4,suite,corporate,business,True,4.926898054783746,['cancelled'],credit_card,5615.684716918924,credit_card,motel,2,['parking'],9,April,,,,43,ETH,4,6.439409060559005,Wednesday,09:09:24,16:12:31,5520.976216319927,0.03688554545547647,True,2024-05-10,15.03677309248976,light,5615.684716918924
2024-03-24,2024-04-19,2024-04-25,6,2,double,individual,business,True,16.59745675280797,['checkout'],credit_card,4619.216957095449,debit_card,city hotel,2,"['gym', 'gym', 'gym']",26,April,,,,33,TKM,3,5.57572673372697,Friday,07:49:52,00:42:40,2207.533472126743,0.062307912010880644,False,2024-05-03,-4.384521215893017,none,4619.216957095449
2024-03-27,2024-04-08,2024-04-12,4,3,double,individual,business,True,3.434847220360291,['cancelled'],credit_card,19511.127914314537,credit_card,city hotel,3,['restaurant'],12,April,,,,39,HRV,2,2.97241720632265,Monday,20:31:52,17:20:57,6192.921600474546,0.01588876569448686,False,2024-05-12,32.69593617441642,none,19511.127914314537
2024-04-11,2024-04-29,2024-05-07,8,2,suite,corporate,business,False,13.14353605797466,['cancelled'],cash,13186.462920446063,credit_card,motel,1,['parking'],18,April,,,,75,CHL,5,1.3642821843361999,Monday,18:35:42,11:34:59,8469.159612600248,0.0360094499888279,True,2024-04-24,14.800523665669186,heavy,13186.462920446063
2024-04-17,2024-05-16,2024-05-24,8,2,double,individual,business,False,2.2145884618281286,['cancelled'],credit_card,18984.766690414624,debit_card,resort,2,['spa'],29,May,2024-04-21,financial reasons,4.0,65,PSE,4,7.54469991715629,Thursday,23:25:02,10:01:50,7545.152651329329,0.038603845465659044,True,2024-05-08,20.346010578502703,moderate,18984.766690414624
2024-04-18,2024-05-13,2024-05-23,10,4,suite,corporate,business,True,13.282893645264625,['checkout'],cash,19495.255626170503,debit_card,motel,2,['parking'],25,May,2024-04-26,change of plans,8.0,25,ARM,5,1.136386490282721,Monday,07:16:02,23:11:21,2438.7958859502796,0.04385507332446069,True,2024-04-22,-8.433894208253282,none,19495.255626170503
2024-03-28,2024-04-08,2024-04-14,6,2,suite,individual,other,False,2.6233288667473764,['cancelled'],no_deposit,18308.56608900767,debit_card,motel,1,"['parking', 'wifi']",11,April,,,,37,BTN,5,4.107225871719923,Monday,18:19:44,16:50:38,3995.3618084173336,0.08392535004064115,False,2024-05-02,25.942325252097177,none,18308.56608900767
2024-04-17,2024-05-03,2024-05-12,9,1,single,group,leisure,True,5.240908062926978,['checkout'],cash,2748.3533089716225,credit_card,resort,1,"['restaurant', 'gym', 'restaurant']",16,May,2024-04-23,unforeseen circumstances,6.0,38,TWN,2,7.07051294178671,Friday,13:49:14,10:04:22,5134.621823406971,0.0923316920123077,True,2024-05-20,44.35616581611424,moderate,2748.3533089716225
2024-04-06,2024-04-20,2024-04-25,5,3,single,individual,leisure,True,15.820123417292859,['checkout'],credit_card,6383.455783839024,credit_card,resort,3,"['restaurant', 'gym', 'kids club', 'pool', 'restaurant']",14,April,,,,48,TWN,1,3.5769374990440297,Saturday,16:00:17,20:57:32,8944.896264501887,0.05227500669431179,False,2024-05-19,37.944971952308805,light,6383.455783839024
2024-03-23,2024-03-25,2024-04-01,7,3,single,group,leisure,False,11.762257961299865,['checkout'],no_deposit,19504.24981246927,cash,city hotel,3,"['gym', 'gym']",2,March,,,,76,ITA,1,2.0642753164133425,Monday,08:20:10,05:10:15,8340.618271535543,0.06473268086121987,False,2024-04-23,15.22819799561002,light,19504.24981246927
2024-04-08,2024-05-03,2024-05-06,3,3,single,corporate,business,False,19.208059426108576,['cancelled'],no_deposit,14257.810308194958,debit_card,city hotel,3,"['business center', 'restaurant']",25,May,,,,18,GMB,1,9.576739652893481,Friday,04:30:33,11:20:57,7872.043193704531,0.038960419579680376,False,2024-05-20,-1.68802625818034,heavy,14257.810308194958
2024-04-05,2024-04-26,2024-04-29,3,2,single,corporate,business,True,8.34839997790941,['cancelled'],credit_card,10563.83726268006,credit_card,city hotel,2,['gym'],21,April,,,,24,KAZ,1,6.354956167735525,Friday,07:01:33,11:43:18,2564.090638759497,0.09931503226217855,False,2024-05-12,40.68574321166441,light,10563.83726268006
2024-04-05,2024-04-25,2024-04-27,2,1,suite,corporate,business,False,16.07171703387509,['checkout'],cash,5221.746008640356,cash,city hotel,1,"['restaurant', 'restaurant']",20,April,2024-04-10,unforeseen circumstances,5.0,34,VEN,4,9.25851582494396,Thursday,01:46:57,23:20:27,4289.839248711389,0.07062105038989375,True,2024-05-14,42.1965361430571,moderate,5221.746008640356
2024-04-11,2024-04-17,2024-04-27,10,1,single,group,other,True,12.702660831666952,['checkout'],no_deposit,11668.534270368516,credit_card,city hotel,1,"['gym', 'business center', 'gym']",6,April,,,,19,POL,2,0.45284573494442837,Wednesday,03:57:02,12:21:04,6708.776216444269,0.0478507608093236,True,2024-05-20,16.733969066038764,none,11668.534270368516
2024-03-27,2024-04-08,2024-04-15,7,2,single,individual,business,True,15.048921805596443,['cancelled'],cash,2676.956392846051,cash,motel,2,['parking'],12,April,,,,47,DNK,5,7.631774675319758,Monday,23:06:18,20:09:57,7417.968330289138,0.09877781987084394,False,2024-05-10,46.79293252275299,heavy,2676.956392846051
2024-04-03,2024-04-27,2024-05-07,10,3,single,group,other,False,18.670149987685626,['cancelled'],credit_card,6071.681207360043,debit_card,resort,3,"['restaurant', 'restaurant', 'spa']",24,April,,,,64,UGA,5,0.5825846218242214,Saturday,01:17:29,08:24:48,8116.562640559404,0.016045510399420062,True,2024-04-24,8.708586862529032,light,6071.681207360043
2024-03-29,2024-04-22,2024-04-26,4,1,suite,group,leisure,True,19.218337646655964,['cancelled'],no_deposit,8125.450239635603,cash,motel,1,"['parking', 'wifi']",24,April,2024-04-04,financial reasons,6.0,76,NZL,5,4.609253767630956,Monday,22:05:52,22:32:25,8532.262211618816,0.07701469680669122,True,2024-05-03,-1.5132327246517594,light,8125.450239635603
2024-04-09,2024-04-12,2024-04-19,7,2,suite,group,other,False,12.024463703559714,['cancelled'],no_deposit,4723.052645762551,debit_card,city hotel,1,"['restaurant', 'business center']",3,April,,,,65,PAK,2,1.5663530919034439,Friday,03:37:40,17:35:10,8305.27921723069,0.0376154514090127,False,2024-05-19,9.880089732669084,moderate,4723.052645762551
2024-03-27,2024-04-08,2024-04-14,6,1,double,individual,business,True,1.195916245798072,['cancelled'],credit_card,9228.301032778383,cash,resort,1,"['pool', 'spa', 'gym', 'pool', 'gym']",12,April,,,,74,ATG,3,9.59497366971303,Monday,10:41:57,04:56:39,7564.754540640121,0.02451436858947984,False,2024-05-09,30.94627812249646,none,9228.301032778383
2024-04-07,2024-04-10,2024-04-11,1,4,suite,corporate,business,False,6.119002748408131,['checkout'],cash,4256.712748816627,credit_card,motel,2,['wifi'],3,April,,,,41,MLT,4,6.165038132962872,Wednesday,21:16:47,17:29:24,5196.615863020218,0.09926033608863391,False,2024-05-20,-2.455315832118375,none,4256.712748816627
2024-03-31,2024-04-05,2024-04-06,1,2,single,group,other,True,19.660638572588503,['cancelled'],credit_card,5206.9611859722045,cash,resort,2,"['pool', 'gym', 'spa', 'pool', 'restaurant']",5,April,,,,30,SUR,4,8.181996894809933,Friday,05:18:23,20:48:18,6623.577993907803,0.07095575374008853,False,2024-05-19,1.6367507269743733,moderate,5206.9611859722045
2024-03-28,2024-04-22,2024-04-25,3,4,single,individual,leisure,False,11.478275595883439,['checkout'],credit_card,5884.328673907116,credit_card,motel,4,['wifi'],25,April,,,,42,KNA,2,8.518332517346824,Monday,18:41:15,07:04:21,6563.001943188008,0.016057464093789272,False,2024-05-06,7.534064629868325,heavy,5884.328673907116
2024-04-09,2024-05-05,2024-05-09,4,2,suite,group,other,False,10.35120774060125,['cancelled'],cash,5778.596762147789,credit_card,motel,1,"['parking', 'parking']",26,May,,,,24,UKR,4,0.37119157933337477,Sunday,12:43:54,01:36:07,1962.1454590448734,0.09698936827087555,True,2024-05-01,4.925328972480074,none,5778.596762147789
2024-03-24,2024-04-22,2024-04-25,3,4,single,group,leisure,False,11.250014469805178,['cancelled'],no_deposit,11761.584036064867,debit_card,city hotel,4,"['restaurant', 'gym', 'business center']",29,April,,,,53,CZE,5,6.191608924281796,Monday,22:59:07,18:30:37,2446.4156300276736,0.05280791050582358,False,2024-05-05,20.45144783663408,heavy,11761.584036064867
